Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Spain,ESP,Urban population growth (annual %),SP.URB.GROW,,2.221732443,2.658666031,2.574163081,2.652538907,2.698041796,2.599398799,2.76578535,2.805542019,2.43970627,2.528923982,2.424189568,2.135478727,2.111097325,2.080038567,2.047566453,2.002489754,1.953211548,1.867316534,1.765443691,1.668086899,1.381800496,0.921931199,0.804979191,0.730694433,0.674117062,0.609563241,0.566472714,0.51559455,0.458058667,0.400878712,0.489150366,0.598270855,0.62693331,0.584376824,0.549522875,0.524558812,0.52572951,0.520340426,0.511705664,0.553405611,0.800225839,1.661162209,2.128067165,2.042762099,2.001757617,1.999208103,2.15770109,1.898446523,1.185377902,0.756607893,0.64938946,0.35558183,-0.035329486,-0.004941594,0.219325483,0.382971719,0.534737453,0.738481167,1.021035078,0.792144592,0.409754083,1.067197188,1.542198101
Estonia,EST,Urban population growth (annual %),SP.URB.GROW,,2.442545203,2.650251368,2.663502224,2.699767733,2.592787199,2.29150256,1.975559723,2.093490928,2.190413237,2.086533283,2.055198388,1.936171457,1.756592324,1.649653521,1.557794053,1.474758853,1.483477967,1.421774062,1.094411469,0.910830492,1.009853898,1.022597288,0.98746947,0.951685748,0.962773844,1.037056276,1.070678229,0.912005968,0.433215095,-0.191542944,-0.762198743,-2.086340062,-2.837130639,-2.403555928,-2.050996123,-1.744615,-1.409400099,-1.232687744,0.021619665,0.231832895,-0.818771347,-0.815565256,-0.811590354,-0.782094569,-0.756789977,-0.776088125,-0.642967542,-0.455241458,-0.380188579,-0.417258644,-0.493242835,-0.344754608,-0.138346707,-0.046678138,0.280631504,0.243716597,0.345466679,0.58496349,0.61944107,0.455068188,0.374238419,1.615684874,1.566301537
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,,5.77993245,5.841033138,5.869316286,5.924653368,5.962133465,5.875477031,5.883564622,4.708678234,4.710787655,4.738132895,4.694427315,4.629767403,4.581088948,4.48078453,4.329699428,4.405041721,3.806180014,3.574536027,3.365851055,2.436289555,4.371537279,5.714680674,4.605032286,4.404929141,4.673753696,4.815346554,5.263741002,5.745547943,5.64731698,5.504532665,6.141690359,5.986198564,5.283343059,5.246762715,4.740030259,4.489830727,4.405125626,4.342247485,4.300514967,4.235576849,4.181949928,4.204416353,4.167915795,4.131598839,4.095892776,4.086275739,4.207178148,5.254001728,5.197463801,5.210884782,5.223891069,5.195780334,5.009145147,4.957142099,4.933553685,4.945494657,4.931696265,4.87923658,4.856728303,4.845067621,4.788180355,4.714586798,4.683949111
European Union,EUU,Urban population growth (annual %),SP.URB.GROW,,1.763151365,1.760734364,1.853553913,1.857496802,1.822465808,1.749137001,1.660497977,1.544302549,1.42620714,1.268971061,1.24800492,1.319659606,1.255032413,1.193926426,1.101747421,0.999767541,0.985263665,0.976426902,0.938075635,0.92462079,0.829132907,0.629898866,0.503639866,0.422852145,0.41697751,0.49324348,0.595363673,0.617909857,0.558514686,0.576030493,0.619872861,0.517309069,0.511934457,0.451027926,0.390852261,0.362941176,0.342502019,0.321212111,0.359013219,0.340804128,0.395928853,0.551859442,0.669864078,0.68247402,0.661194571,0.627058707,0.641894336,0.624319174,0.524773697,0.427582958,0.090367037,0.405928551,0.493211608,0.492907084,0.477072783,0.47956273,0.430626272,0.459116484,0.379696546,0.369760688,0.199464484,0.400943058,0.800041034
Fragile and conflict affected situations,FCS,Urban population growth (annual %),SP.URB.GROW,,4.154275471,4.135437701,4.147326006,4.124389866,4.202610481,4.138131233,4.125108882,4.070871299,4.030512307,3.943457053,4.030809292,4.005858247,3.921631974,3.748742644,3.740801498,3.925997958,3.848305244,3.434218759,3.442626049,3.560133983,3.567566993,3.515470748,3.698587778,3.888165686,3.850352367,3.800759969,3.77854248,3.610762754,3.502818514,4.104032905,2.964898367,3.234799065,3.389432557,3.28297086,3.043575231,2.760090241,2.707223592,2.766528616,2.84646538,2.843633067,3.046388176,3.174115946,3.234767879,3.177114748,3.213955359,3.155156942,2.967948851,3.325450928,3.418376662,3.421776577,3.232932219,3.232119107,3.314768752,3.208067263,3.210428343,3.189491258,3.141290422,3.05704584,3.088239781,3.184028295,3.177641265,2.391321143,3.333903097
Finland,FIN,Urban population growth (annual %),SP.URB.GROW,,2.553252314,2.162181698,2.158891653,1.984052788,1.727592363,1.743272657,1.880096519,1.763403151,1.225048812,0.878678105,1.403644496,1.893230692,1.831217193,1.757639695,1.648176177,1.478309493,1.422765953,1.402986797,1.343600842,1.372090292,1.537065677,1.718628019,1.719485027,1.624056917,1.468620522,1.321038994,1.224755569,1.203820053,1.243015151,1.298781979,1.144107705,0.918226849,0.833929125,0.777430262,0.721897583,0.648659887,0.596105747,0.560873975,0.524180976,0.496415301,0.452527985,0.406146959,0.40197389,0.452371561,0.502793641,0.542867278,0.583073551,0.622924638,0.634201339,0.8653859,1.109674692,1.100086716,0.794913367,0.47228159,0.388059711,0.346086568,0.293287961,0.199422968,0.185101615,0.226703842,0.29963319,0.371193269,0.61284015
Fiji,FJI,Urban population growth (annual %),SP.URB.GROW,,5.002309925,5.008511276,5.015176255,4.940561982,4.815952668,4.624632227,3.782687343,3.40144506,3.269283777,3.164686092,3.058608403,2.932911298,2.784927928,2.701688517,2.752234166,2.93694685,2.676239034,2.762746736,2.853882127,2.867565061,2.855509063,2.840271598,2.82219645,2.811135842,2.743545152,2.461253864,3.290740466,3.171858824,2.962553218,2.852981636,2.396043827,2.070002816,2.081104402,1.963193665,1.918180129,2.253302741,1.971199142,1.991510742,1.985855233,1.921113347,1.867922506,1.821830055,1.789232396,1.772006485,1.734047946,1.713277218,1.63190218,1.641244203,1.513426371,1.407464761,1.327974837,1.266218189,1.216553529,1.175543625,1.1152774,1.053309897,0.984371516,0.901096948,0.83071645,1.084786284,1.311501626,1.399308402,1.536183703
France,FRA,Urban population growth (annual %),SP.URB.GROW,,2.258958451,2.491633952,2.956804896,2.954259112,2.884103617,2.78421799,2.677994465,2.21727078,1.474708627,1.451045536,1.454484729,1.423272227,1.336329601,1.223043856,0.940148256,0.563173905,0.569412428,0.584576057,0.586557245,0.641542253,0.672277763,0.681224188,0.636714815,0.606219565,0.622058192,0.623667814,0.633479363,0.632348637,0.611077167,0.624054065,1.113041605,0.729483995,0.66401041,0.602959078,0.589396276,0.583546767,0.580003913,0.592587181,0.777258649,1.026090187,1.066277206,1.060536548,1.039832796,1.06210371,1.070669664,1.013434616,0.931335018,0.875272982,0.83236329,0.814895002,0.805006988,0.809033957,0.841828231,0.795000594,0.683771062,0.592247249,0.618752779,0.687212829,0.670255811,0.600387385,0.614697662,0.633124073,0.620478932
Faroe Islands,FRO,Urban population growth (annual %),SP.URB.GROW,,4.707380647,4.757640182,4.80306284,4.854703607,4.910247739,4.29947159,2.596226248,2.540323147,2.477386231,2.603920705,2.800789106,2.777336168,2.745134155,2.730169995,2.690081186,2.651230533,2.613559065,1.315808458,1.013241183,1.01052546,1.015161917,0.983061251,0.86498813,0.771425187,0.701355484,0.675222012,0.734000049,0.763549645,0.847757145,0.51073339,0.391631955,0.547084726,0.245215026,0.068008708,1.457810794,2.937989827,2.321573029,1.670540314,1.328964476,2.323204391,3.558377968,3.46981166,3.032379745,2.619767369,1.981928456,0.95838276,0.580903831,0.58774094,0.518425558,0.435025219,0.347668705,0.346464156,0.385221979,0.428500905,1.053448254,1.726619492,1.787601815,1.79353785,1.794018894,1.820915337,1.336482068,0.835677934,0.824385287
"Micronesia, Fed. Sts.",FSM,Urban population growth (annual %),SP.URB.GROW,,4.674747576,4.684560713,4.384060143,4.104007325,4.118128453,4.140105174,4.052641599,4.005976996,4.029729588,4.058285406,3.860551781,3.628310974,3.605284154,3.148491819,2.816429219,2.632703581,2.674503975,3.035101673,3.366830069,3.351368092,2.781011518,2.611884637,2.595742494,2.579127172,2.536016863,2.47329052,2.417732414,2.024493371,1.63370767,1.591734588,1.578395558,2.168718223,2.74674879,2.361011105,-0.566063057,-1.990242618,-2.098435211,-2.193454529,-2.333250919,-1.705162641,0.212242036,0.039995201,-0.168087445,-0.328987258,-0.447067623,-0.603277332,-0.733679006,-0.784446596,-0.798961053,-0.291363369,0.307987092,0.406420333,0.487181509,0.574950249,0.657131811,0.733643321,0.820467923,0.869397301,0.885521283,1.177704009,1.497924004,1.551302925,1.620453474
Gabon,GAB,Urban population growth (annual %),SP.URB.GROW,,6.378174909,7.897790629,7.854817142,7.804297649,7.74119171,7.694624624,7.631513183,7.569122668,7.703209483,7.793000353,8.375474511,8.159480113,7.959429691,7.815772032,7.673990675,7.550302369,7.402013457,7.265446171,7.101296137,6.937379318,6.763863841,5.032802346,4.987885509,4.942993359,4.877725407,4.823386498,4.767452861,4.922233833,4.817348641,4.707931636,4.596031662,4.49162737,4.3850947,3.869517612,3.737621744,3.659708946,3.605536887,3.574290794,3.548909612,3.549742507,3.560955435,3.570090073,3.584452517,3.623278533,3.689618428,3.775816192,3.856795032,3.922109842,3.997058474,4.099968792,4.176634128,4.185787962,4.10587924,3.907445663,3.618323114,3.30339813,3.02571111,2.833171531,2.704146114,2.585990581,2.464697044,2.366156728,2.295321939
United Kingdom,GBR,Urban population growth (annual %),SP.URB.GROW,,0.671184467,0.673704361,0.571825966,0.472118753,0.464013102,0.372529035,0.356869361,0.304763643,0.233466984,0.214756287,0.304787165,0.553029991,0.404128406,0.273546305,0.201334061,0.182433892,0.173736324,0.208985649,0.2929404,0.321044093,0.171068339,-0.098212658,-0.029582808,0.095812763,0.163188346,0.167807267,0.148791811,0.15817815,0.19638445,0.234964714,0.273408736,0.347213793,0.316469262,0.332530132,0.341153614,0.331173754,0.332766255,0.367838511,0.408505665,0.433615661,0.512040255,0.798501015,0.834359753,0.933797334,1.045133677,1.089795475,1.127189955,1.131869196,1.095105268,1.117771085,1.110599171,1.02214552,0.993032273,1.05628515,1.108747983,1.072051621,0.988958892,0.912161082,0.868230887,0.665362493,0.214393681,1.426350083,1.109901623
Georgia,GEO,Urban population growth (annual %),SP.URB.GROW,,2.709743746,2.642536048,2.585972397,2.515389716,2.40982755,2.226902633,2.054846586,1.971710269,1.986975555,1.9791605,2.010893202,1.971786577,1.830380143,1.809051325,1.672004263,1.646365596,1.596507631,1.492353237,1.523569288,1.494565111,1.464027338,1.488075966,1.516216336,1.4853352,1.504165474,1.509944308,1.443463185,1.604270089,0.387549849,-0.460359304,0.268281554,0.335584058,0.329551199,-1.982249472,-4.200641231,-4.078147119,-3.656280542,-2.925032556,-2.512077108,-2.401458557,-2.008223136,-0.815217755,0.063678781,0.112500652,0.089288047,0.150848035,0.192552046,0.403545544,-0.187640082,-0.033804079,-0.113096107,-0.05219008,0.375199997,0.718598583,0.822919001,0.734644622,0.692303719,0.647230647,0.520212544,0.767418224,0.322666414,0.812214346,1.991625474
Ghana,GHA,Urban population growth (annual %),SP.URB.GROW,,5.134630892,4.698323014,4.688112764,4.68411657,4.671109791,4.656799848,4.638417775,4.628802807,4.660189763,4.342317254,3.492011602,3.52762368,3.593877441,3.618855445,3.625106958,3.620763658,3.697868369,3.797540948,3.835070056,3.715073772,3.607814552,3.718033613,3.841039084,3.868536151,4.399691358,4.409443526,4.466420154,4.542627068,4.584213742,4.588479599,4.515123624,4.439627086,4.376361925,4.27062197,4.194963586,4.162489909,4.185034594,4.233212225,4.228819121,4.226983348,4.177928313,4.248254543,4.196494828,4.135760588,4.103427598,4.066309976,4.014595326,3.963903055,3.903987082,3.823939622,3.772095787,3.773111837,3.740356548,3.671704153,3.605160954,3.557754668,3.429632929,3.294336639,3.236444646,3.192042501,3.110640633,3.019610067,2.968959526
Gibraltar,GIB,Urban population growth (annual %),SP.URB.GROW,,0.388758522,1.549084333,2.428801819,2.388341423,2.382828527,2.343711964,2.302015877,2.222884033,2.132507605,1.979363352,1.428755189,0.933967666,0.856403623,0.798746499,0.695941968,0.673379226,0.619481972,0.520926172,0.465825755,0.40452001,0.295380125,0.15256062,-0.027720988,-0.232465452,-0.396784482,-0.587619739,-0.824267586,-0.96674054,-1.120540384,-1.348988732,-1.211689624,-0.159457138,0.639996265,0.602943003,0.475372965,0.287780466,0.265189512,0.260869713,0.213262086,0.165957178,-0.072121456,0.614966065,1.455723036,1.4557319,1.517196596,1.470865099,1.372896377,1.331277734,1.375456613,1.427191957,1.394492365,1.437521818,0.777442704,0.126420318,0.209321015,0.138280732,0.113554419,0.140996192,0.113265896,0.073401233,-0.122365337,-0.061238864,0.119381069
Guinea,GIN,Urban population growth (annual %),SP.URB.GROW,,6.077906356,6.077386434,6.079759186,6.076117306,6.067622491,6.06484332,6.05936683,6.063214003,6.022937237,5.939549841,5.849187757,5.749476103,5.649481796,5.572095567,5.487791039,5.42950982,5.373744911,5.378668954,5.432764146,5.513601455,5.571765818,5.668555241,4.690368494,3.288294848,3.408695739,3.529635719,3.635654696,3.680064513,3.646995505,4.512849559,5.049651498,4.235093086,4.08815196,4.025384812,3.799300839,3.831008269,2.999977568,2.788969133,3.148926008,2.854697255,2.182922844,2.434005882,3.122626796,3.005557346,2.850515627,2.933327127,3.159315116,3.269765247,3.296938482,3.314124096,3.322836103,3.295982919,3.285348735,3.321790187,3.420999075,3.493168421,3.498213721,3.498230942,3.528846943,3.534396425,3.493701573,3.469252822,3.463074455
"Gambia, The",GMB,Urban population growth (annual %),SP.URB.GROW,,4.40507418,4.404484357,5.344165467,8.91653985,8.839041945,8.76983695,8.7455381,8.740772431,8.667882633,8.617478591,8.559643983,8.519379227,8.01414681,6.120610776,6.104051495,6.142389274,6.174988781,6.202810889,6.234407596,6.275768483,6.240607164,6.252858362,6.419266492,6.779820737,6.821249588,6.857079223,6.877193827,6.897313271,6.887292259,6.883772904,6.867393578,6.723935655,6.183121831,5.273487223,5.037490153,4.973895989,4.92887818,4.909984037,4.872764802,4.809358172,4.750765999,4.694725696,4.591574465,4.332180681,4.359495257,4.416585107,4.457789443,4.460730685,4.443951552,4.412243421,4.38583159,4.36513947,4.295494657,4.19140572,4.075764597,3.962237171,3.853630488,3.742600951,3.655721232,3.607885889,3.546248166,3.463684796,3.418496918
Guinea-Bissau,GNB,Urban population growth (annual %),SP.URB.GROW,,1.966566063,2.313353797,1.984182501,0.180286717,-1.134876261,-0.198060521,1.589076834,2.810940081,1.805630883,1.704378701,1.537323775,1.297137097,2.258673029,4.372877118,6.674348739,7.132195698,7.341297895,7.236828249,5.259214529,7.176249593,7.494093355,7.417601709,7.323592386,7.221437311,7.096434954,7.006062022,6.912832755,6.833528643,6.743291838,6.634505132,7.000298043,5.564373176,4.344635031,4.146976662,3.581070053,3.145072098,2.961498002,2.902967426,2.931134152,3.04871478,3.172866323,3.263162966,3.334417328,3.37984053,3.413036819,3.472805818,3.551377106,3.575576246,3.560507856,3.576733971,3.616894913,3.662202461,3.666500198,3.623477781,3.555964431,3.487558081,3.401855261,3.334025823,3.293474288,3.228982531,3.150706358,3.098652451,3.066684793
Equatorial Guinea,GNQ,Urban population growth (annual %),SP.URB.GROW,,4.171155524,2.244881669,2.311095691,2.380859576,2.44707248,2.519661216,2.586642959,2.569996636,1.44645442,-0.257183747,-1.254440799,-1.798768824,-2.088934768,-2.207804219,-2.211273389,-2.261278523,-1.355548311,0.14811951,1.454797349,3.419456733,5.318251845,6.468376841,6.770749087,9.187398634,8.631267229,7.935327428,7.327419523,6.956406329,6.75715774,6.639531279,6.555420249,6.503633021,6.453852114,6.438973688,7.96390886,7.915541511,7.835929366,7.762881493,7.669114888,8.083603819,8.36803727,8.098586799,7.853419548,7.668213543,7.539909129,7.484946032,7.451129507,7.40691599,7.318135538,7.184535373,6.793050532,6.411567523,4.913302123,4.808830863,4.678398385,4.521135555,4.345169463,4.172967625,4.00365647,3.381430764,3.007180465,3.052659936,2.936378594
Greece,GRC,Urban population growth (annual %),SP.URB.GROW,,1.712917165,2.154787388,1.897365477,1.857680683,1.929168326,2.168266234,2.214987392,2.022160845,1.702698156,1.536949399,1.565686747,1.421494552,1.212089045,1.117421758,1.676375107,2.281061153,2.014855668,2.002383713,1.941710485,1.666674206,1.476099738,0.894228983,0.858721777,0.772972074,0.659513493,0.601246212,0.604112463,0.630817574,0.787357498,1.321212332,1.435158819,0.934038999,0.756746029,0.66752056,0.635109319,0.606925097,0.657865751,0.719920109,0.547519475,0.572820546,0.790435679,0.900026595,0.763851549,0.76716829,0.803596722,0.802744715,0.750673417,0.754959747,0.743552267,0.601864645,0.318901464,-0.078674761,-0.270332501,-0.218532603,-0.217128484,0.020056563,0.231212226,0.220496954,0.311210821,0.196455024,-0.812424227,-0.957630847,-0.238876502
Grenada,GRD,Urban population growth (annual %),SP.URB.GROW,,2.015207846,1.616659439,1.470738476,1.363770618,1.231550727,1.08140664,0.894451744,0.68385578,0.521666084,0.352556396,-0.050289164,-0.097507281,-0.129107445,-0.151362289,-0.157913054,-0.180325584,-0.253638258,-0.327509474,-0.38292216,-0.208030031,0.603691045,1.520136723,1.839761018,1.606730148,1.105949286,0.466424334,-0.143283607,-0.569187601,-0.505994694,-0.03019962,0.943942076,1.993638019,1.825154562,1.684887651,1.562224461,1.458546579,1.372557191,1.31386,1.280978503,1.264776765,1.086614859,0.255026607,0.451780936,0.69421682,0.656587861,0.644773541,0.645631731,0.656359574,0.666850257,0.677103809,0.750234921,0.889066544,0.964641554,0.990811178,1.013783822,1.033654953,1.048237266,1.053204008,1.066856844,1.148593596,1.190241427,1.135164957,1.109593356
Greenland,GRL,Urban population growth (annual %),SP.URB.GROW,,5.775105662,6.42283763,6.459086483,5.676334516,6.489905783,5.419730786,5.394398177,5.437184656,5.225307789,5.036904749,2.651698203,2.633791646,1.763203207,1.335675274,0.521726137,0.519018276,-0.151102266,0.113348099,1.318311743,1.70497664,2.071915206,1.463111811,1.633548376,1.617073296,1.405857732,1.019499085,1.560552159,1.728438091,1.341963318,0.966015812,0.238927196,-0.027019725,0.072036381,0.788994096,0.785032886,0.424413201,0.334720975,0.331413198,0.153263446,0.329813441,0.57185879,0.75814392,0.570743514,0.550483595,0.378032137,0.09534404,-0.014825326,-0.036013516,0.346884734,1.379795004,0.413571536,0.382947921,-0.165419168,-0.028976509,-0.020702648,0.423549977,0.261497272,0.014393371,0.631266059,0.515575355,0.763370214,0.265909385,0.601722737
Guatemala,GTM,Urban population growth (annual %),SP.URB.GROW,,4.993874391,4.980119196,4.943331064,4.678707034,3.757784223,3.709464046,3.644287382,3.56614165,3.482075236,3.392129136,3.31830209,3.249780416,3.198668012,3.151559581,3.112172916,3.092035437,3.098489702,3.141998097,3.228592746,3.329668146,3.421324674,3.495555692,3.537724154,3.557604668,3.565357036,3.570392485,3.571743334,3.569851774,3.552173622,3.525821801,3.474602648,3.406049265,3.32593028,3.262246701,3.22103718,3.167170804,3.114487416,3.117190313,3.119040283,3.180107275,3.140868873,3.033119427,2.858788916,2.767302634,2.712274051,2.657321527,2.605198302,2.554851746,2.5003787,2.456204159,2.433268646,2.389575305,2.38984373,2.381655772,2.368139661,2.352058721,2.342514138,2.335647233,2.31165941,2.288806327,2.266255112,2.242452955,2.2159313
Guam,GUM,Urban population growth (annual %),SP.URB.GROW,,4.187398555,4.156052475,4.126497768,4.089107004,4.006988472,3.908697746,3.796960104,3.676067551,3.499329379,5.53106908,10.58048614,9.488079844,8.327206474,7.272819327,6.309476549,5.5126314,4.823207855,4.223708317,3.799738434,3.378616669,2.346616826,2.296504098,2.143784119,2.022656454,1.934791675,1.867379513,1.813892214,1.76923798,1.60743682,1.601126223,2.066334187,1.999263204,1.914314629,1.837110291,1.770681464,1.685090431,1.594148666,1.542929452,1.524239258,1.321868217,0.942714012,0.749537944,0.612382247,0.484221309,0.362445371,0.251701387,0.15472814,0.076951185,0.009695528,0.29429629,0.544354563,0.542044857,0.48965466,0.38242175,0.348853334,0.306841287,0.240788699,0.128309061,0.051277563,0.442892621,0.847856631,0.804614406,0.762352214
Guyana,GUY,Urban population growth (annual %),SP.URB.GROW,,2.999830179,2.858474002,2.727607462,2.564656122,2.353200181,2.121410076,1.903506453,1.727366501,1.58800816,1.524159952,1.584314619,1.491872893,1.451522791,1.430300699,1.428035465,1.425580167,1.398146197,1.305456423,1.123576137,0.748420669,-0.108383266,-0.305538596,-0.460278039,-0.606037906,-0.733333757,-0.840388355,-0.927745613,-0.992677736,-1.037538474,-1.07465494,-0.709691383,-0.181065691,-0.009586918,0.010956403,-0.019174493,-0.05617503,-0.089122696,-0.107967657,-0.13466535,-0.169734933,-0.207283489,-0.240453384,-0.711377823,-0.880347745,-0.960054081,-1.042956719,-1.113876175,-1.188533399,-1.258299312,-1.322514663,-1.378404916,-0.035633928,0.463267161,0.546348641,0.622053167,0.690365369,0.758726349,3.130889971,1.982664496,0.16872974,1.332754531,0.979457775,1.146540672
High income,HIC,Urban population growth (annual %),SP.URB.GROW,,2.158226399,2.167220311,2.156701513,2.130354777,2.072808993,1.913707613,1.868357511,1.819548443,1.775146566,1.72631114,1.801407191,1.611595744,1.55640082,1.523230484,1.469033234,1.345554812,1.321330003,1.323178183,1.315268119,1.258891238,1.263418816,1.158047202,1.076981381,1.038963853,1.032738456,1.071878689,1.109158707,1.099453786,1.052487354,0.942243804,1.078671164,1.048266627,0.961071237,0.910499719,0.875448525,0.85309953,0.82151487,0.800275624,0.77160573,0.741563894,0.872947286,0.935977276,0.919734473,0.927293107,0.940782068,1.003164395,1.061955288,1.085646557,0.995326779,0.881706806,0.629267987,0.725171984,0.739191254,0.743336885,0.739709459,0.751074812,0.692226323,0.666721707,0.617010862,0.579559338,0.160006966,0.475859865,0.763371211
"Hong Kong SAR, China",HKG,Urban population growth (annual %),SP.URB.GROW,,1.809952118,4.574727342,3.773131961,2.742841672,2.946096106,1.197416568,2.833444957,2.424383543,1.889643635,2.720249632,2.50917511,2.409962404,3.294990163,3.61737249,2.336348666,1.68118703,1.851403868,2.204562065,5.843579291,3.034776782,2.693057381,1.87444173,1.829502016,1.282371989,1.362021298,2.664897423,3.740450859,2.325363202,1.831248474,0.747269786,1.14526821,0.986784646,1.738771129,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524,2.553524667
Honduras,HND,Urban population growth (annual %),SP.URB.GROW,,5.38609361,5.363509559,5.344262344,5.334768772,5.313628374,5.30077874,5.271395258,5.270213261,5.266158687,5.270707975,5.281581273,5.30409299,5.25826746,4.956861413,4.679553155,4.819906335,4.799408075,4.774287079,4.752728269,4.720085253,4.676371948,4.624622105,4.575100118,4.523803835,4.457377309,4.40854762,4.364603334,4.27421919,4.026105815,4.021562328,4.014276453,4.007412568,3.992618501,3.980458738,3.960519658,3.937535859,3.914022658,3.779062908,3.770789972,3.850742167,3.791688008,4.023187862,3.958940577,3.875947911,3.788189758,3.708523536,3.619448513,3.528725238,3.438183397,3.356189879,3.270067592,3.197257819,3.121464789,3.05927203,2.99648243,2.941139499,2.887097406,2.835216397,2.784981233,2.7065036,2.596999092,2.534459169,2.552437287
Heavily indebted poor countries (HIPC),HPC,Urban population growth (annual %),SP.URB.GROW,,5.297022621,5.329717359,5.421018367,5.558427987,5.62090528,5.514074118,5.569812877,5.628450911,5.661127685,5.486279594,5.458512646,5.395749771,5.376529444,5.29358223,5.291549488,5.252470264,5.116391298,5.294685158,4.956229338,4.536558139,4.171645267,4.359425946,4.739881925,4.950465773,5.078940489,4.966339717,4.891471575,4.777120503,4.623711286,4.438111846,4.162419628,4.460200735,4.603616575,4.427240791,4.180783032,3.861619144,3.860460486,3.891561258,3.912851058,3.854510588,3.9708724,4.165985047,4.223887465,4.091468546,4.159487416,4.198893517,3.896296252,4.275032138,4.30094698,4.257556329,4.256186404,4.199948761,4.196132535,4.255126442,4.267887091,4.292635534,4.299824109,4.231327295,4.181589441,4.163911532,4.104938658,4.044632882,4.045714391
Croatia,HRV,Urban population growth (annual %),SP.URB.GROW,,3.548583414,3.752587547,3.698109207,3.608234229,3.5726959,3.56770616,3.476293232,3.404745868,3.32114885,3.159481788,2.819563869,2.051104665,2.032772159,2.032861569,2.033697107,2.067822556,2.039167929,1.971793226,1.781609996,1.574532834,1.519699269,1.219801754,1.239968309,1.18959691,1.163140466,1.132743156,1.089460025,1.025427782,0.944070668,0.899934925,-1.241523501,-1.995069437,0.981999237,1.557401244,-0.247281785,-0.932540428,-0.050788402,0.371850657,0.00124969,-0.555021491,-3.447913599,0.371575015,0.342049333,0.338652385,0.438497775,0.332373847,0.286028714,0.295033356,0.200979934,0.078244539,-0.042936131,0.026388695,0.081149089,-0.018561845,-0.410081982,-0.257731227,-0.733638348,-0.400587698,-0.037465607,0.108620197,-3.694001876,-0.01608092,0.546280476
Haiti,HTI,Urban population growth (annual %),SP.URB.GROW,,4.294229874,4.270520841,4.177684113,4.174611871,4.213118991,4.188744751,4.16573037,4.160821501,4.140368653,4.128281044,4.113475979,2.300727327,1.9215014,1.936697765,1.981896231,2.022418727,2.06159017,2.08200881,2.097146752,2.108312648,2.121769015,2.150324204,5.669142133,6.310041155,6.264275538,6.237652575,6.195824427,6.1548893,6.078656622,6.01248827,5.901987912,5.793736598,3.823927513,3.773902697,3.736502683,3.715501211,3.610913651,3.575609244,3.558188362,3.548742766,6.329288637,6.166300562,6.023122741,4.191573671,3.93933451,3.920455676,3.854180156,3.794045886,3.73197282,3.233385661,3.173711713,3.548379393,3.466294816,3.397249299,3.332683828,3.242233475,3.151043155,3.061529887,2.975074661,2.884885867,2.760112803,2.659326048,2.610508864
Hungary,HUN,Urban population growth (annual %),SP.URB.GROW,,1.208723215,1.070721708,1.002689069,1.050906064,1.00204263,1.0217938,1.084855202,1.089037896,1.115182289,1.082593237,0.994009574,0.999323305,1.013720097,1.131405795,1.266887916,1.221223939,1.126391299,0.999236941,0.829241198,0.530407127,0.288359649,0.221828367,0.129757081,0.079119328,0.095056836,0.104017276,0.106054225,0.119832749,-0.818140805,-0.990578862,-0.195710409,-0.231053829,-0.30633822,-0.329547515,-0.332255421,-0.365186965,-0.396785895,-0.428381368,-0.479352633,-0.456240197,-0.082384825,0.348782884,0.338511283,0.398121565,0.510331494,0.6397211,0.628309488,0.596165591,0.603140959,0.430609461,0.363199419,-0.056115994,0.118529731,0.121535685,0.150141441,0.099844437,0.133177105,0.279085902,0.36454098,0.200015936,0.006543419,-0.266745143,-0.123857729
IBRD only,IBD,Urban population growth (annual %),SP.URB.GROW,,3.352226771,3.804569241,4.15912447,4.108160508,3.09712141,3.124990273,3.104724667,3.097933745,3.093317445,3.059792035,3.08425145,3.128739308,3.211436785,3.280453791,3.201844912,3.114999609,3.058069902,3.344807423,3.654091457,3.634327396,3.667316408,3.627170305,3.420746376,3.398883551,3.366754689,3.355379759,3.333147681,3.279043855,3.152774809,3.044204239,3.012201123,2.882858623,2.799982195,2.757721784,2.703821945,2.660647656,2.634422662,2.601231683,2.539279696,2.487857173,2.549446777,2.608082409,2.578280395,2.565819237,2.536860992,2.450047527,2.368077121,2.375369603,2.366120341,2.325094704,2.283586514,2.29419848,2.312119952,2.291936305,2.22716003,2.148288417,2.09147066,1.994793479,1.898142706,1.771082902,1.611542327,1.355393695,1.484203818
