Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Liechtenstein,LIE,Urban population growth (annual %),SP.URB.GROW,,1.591545531,1.220590568,1.262932975,1.359794323,1.341551702,1.378571598,1.575691389,1.683856436,1.629899384,1.47537295,1.504554711,1.606863597,1.654971699,1.652126985,1.672679381,1.598529572,1.596332337,1.616426771,1.635157946,1.499476827,0.893349443,0.540834201,0.623725003,0.598548174,0.573798195,0.591592682,0.609053652,0.646981282,0.66348989,0.618048939,0.757036864,0.913063054,0.924815598,0.936168574,0.927485682,0.27461767,-0.471235901,-0.532808365,-0.535662426,-0.598565235,-0.06005405,0.559106888,0.536194314,0.513632105,0.49140148,0.449966523,0.370190389,0.330065342,0.406229401,0.308404254,0.364998964,0.57361534,0.589299301,0.64236004,0.619545772,0.671519032,0.833106735,0.917605998,1.017820492,1.025465494,1.103606787,1.196565394,1.199701427
Sri Lanka,LKA,Urban population growth (annual %),SP.URB.GROW,,3.388707854,3.372671157,3.378476476,2.987668542,2.95751731,2.933879839,2.93459191,2.920408439,2.834800401,2.758346918,2.684434001,2.590106206,2.517751792,2.426847697,2.36610911,2.350374775,2.326854991,2.346088817,2.383791259,2.332459088,2.063957359,1.479932057,1.327173519,1.277768445,1.289127755,1.306535665,1.313754819,1.273986972,1.203627476,1.162565941,1.146663354,1.099970639,1.053752716,0.95219172,0.835228068,0.707460779,0.607290301,0.516632807,0.507310222,0.478906056,0.681858299,0.914301676,0.920316547,0.883528168,0.849383746,0.913555097,0.953541432,0.943481795,0.883424117,0.816640695,0.83843364,0.669341063,0.554824166,0.618203409,0.665146746,0.71612975,0.776717478,1.255074242,1.200113165,1.21697057,1.857951759,0.989080403,0.316335684
Lower middle income,LMC,Urban population growth (annual %),SP.URB.GROW,,3.6276886,3.824877744,3.851413909,3.863692191,3.830795125,3.77464689,3.806444931,3.844769149,3.859416881,3.840077823,3.937910491,4.196333447,4.242696376,4.26295101,3.573247502,4.331051718,4.315326808,4.172288487,4.126394709,4.346116977,4.302296852,3.835207076,3.799717012,3.785180303,3.793594799,3.789743061,3.743044728,3.695347896,3.660020568,3.939378745,3.372998931,3.211665486,3.15982857,3.148346185,3.067273533,3.02808221,3.003943736,2.96865861,2.91761114,2.934830435,3.082210171,3.160254398,3.106976078,3.075706315,3.036010646,2.994333099,2.963030552,2.90884535,2.895588311,2.933027872,2.942296218,2.882204113,2.917750692,2.93672183,2.839419461,2.778106444,2.754773739,2.730034546,2.698605321,2.689307917,2.628299147,2.556682855,2.608110865
Low & middle income,LMY,Urban population growth (annual %),SP.URB.GROW,,3.595089547,4.109133205,4.507282414,4.462369348,3.398019207,3.517151476,3.513778007,3.544690136,3.572629447,3.543676377,3.538111112,3.57781727,3.67872064,3.74613893,3.43103648,3.555532337,3.497901737,3.816043263,4.149219224,4.164694706,4.178956454,4.064854311,3.871908197,3.839593764,3.819102071,3.809589631,3.781224672,3.7209413,3.622828954,3.670700263,3.478541627,3.359965333,3.282242986,3.223691525,3.152378124,3.095415465,3.060104244,3.016655831,2.956450954,2.930594737,3.023046148,3.078280037,3.024085629,2.993487651,2.960756126,2.880457304,2.787264262,2.800735118,2.779142496,2.758019201,2.692313568,2.66126637,2.647460043,2.623240217,2.586189587,2.531580731,2.501326643,2.441718947,2.367904155,2.262148485,2.132404814,1.92492046,2.005934498
Lesotho,LSO,Urban population growth (annual %),SP.URB.GROW,,15.08097688,15.05931996,14.98837713,14.88919005,14.80731094,13.5779512,8.41083161,8.592622152,8.525579303,8.441751825,8.379967797,8.165531233,7.887211539,7.882196029,7.824804456,6.809135215,3.501079341,3.323653268,3.312338281,3.316628913,3.312840132,3.306530287,3.295127994,3.290635882,3.243180544,3.924217109,6.356447937,6.036813727,5.887128484,5.747357366,5.613042205,5.480778498,5.316920966,5.173598661,5.042328249,4.649561937,3.574336162,3.333140135,3.093744399,2.863287473,2.662527248,2.509895911,2.362307956,2.193597113,2.147418679,2.501426635,2.436485119,2.669853477,2.773902148,2.731131429,2.779002371,2.377586057,2.463788665,2.546553805,2.625329281,2.698109665,2.740257383,2.768379164,2.774465325,2.805682831,2.751412734,2.620828123,2.620649274
Late-demographic dividend,LTE,Urban population growth (annual %),SP.URB.GROW,,3.123430852,3.771622801,4.400082382,4.319407727,2.615812148,2.712946876,2.713661748,2.736856462,2.768848556,2.738189638,2.675018712,2.569523006,2.716393035,2.843195743,2.707870161,2.574240328,2.497001827,3.027949838,3.602160855,3.563375288,3.535589747,3.575853325,3.237774041,3.198695686,3.186644432,3.204473793,3.227203433,3.191824924,3.019385239,2.792595931,2.925783925,2.88257077,2.770984691,2.727981412,2.658843754,2.635636058,2.622410984,2.581916159,2.509682808,2.442986182,2.650315494,2.72218363,2.692418503,2.6677623,2.658172508,2.602844919,2.559304556,2.547341045,2.497815035,2.408263962,2.306826443,2.333448656,2.316497589,2.259974859,2.167232706,2.113721353,2.090912942,1.953736976,1.818254221,1.634520099,1.442827545,1.284710737,1.214609818
Lithuania,LTU,Urban population growth (annual %),SP.URB.GROW,,4.067138341,3.822989328,3.618002881,3.588093769,3.523626302,3.481950607,3.417720144,3.302095673,3.051014731,3.126380658,3.567330502,3.514645211,3.31614819,3.20930766,3.085250119,2.999608235,2.904914159,2.787010224,2.243439366,1.76279696,1.857045469,1.961061258,2.036494894,2.035788394,2.036561054,2.119189388,2.170046713,2.169916159,1.332499118,0.280733489,0.081275908,-0.195982483,-0.563105878,-0.781540244,-0.858887852,-0.849558628,-0.825599754,-0.813829694,-0.79892093,-0.792940722,-0.92405876,-0.938848527,-0.948536241,-1.259471612,-1.64486853,-1.489928344,-1.081553558,-0.922228081,-1.119315072,-2.224153089,-2.282467801,-1.157042514,-0.829714261,-0.677880112,-0.759129788,-1.068634221,-1.175857292,-0.713094844,-0.004957782,0.30781254,0.510732876,1.409654515,1.745613739
Luxembourg,LUX,Urban population growth (annual %),SP.URB.GROW,,1.443387297,1.96025995,1.760499949,1.830430754,1.833586361,1.404108779,1.001524012,0.916194918,1.137473279,1.130626746,1.67973398,2.026663592,1.894613085,2.076224818,1.845673498,1.229356324,0.889266505,0.876881187,0.913286514,1.018990146,0.795869392,0.152707354,0.096130174,0.172327274,0.262668127,0.518231086,0.71609948,0.794850653,1.040670301,1.320899271,1.565508669,1.817614994,1.745219022,2.122621512,1.901816172,1.27897737,1.198045907,1.381474469,2.017867615,2.260034513,1.932308783,1.583748903,1.734295068,1.926367794,2.017393087,2.06848436,2.002970208,2.233910796,2.281283765,2.243098596,2.627292677,2.786510963,2.674604786,2.702568634,2.687531351,2.466492964,2.725717863,2.208365157,2.228565739,1.918069241,1.75746553,2.244547342,2.560110602
Latvia,LVA,Urban population growth (annual %),SP.URB.GROW,,2.978048674,2.806271218,2.783051456,2.757792167,2.517113271,2.132307419,2.131774987,2.290465091,2.132443268,1.951519075,1.906422637,1.92358502,1.93078955,1.955893001,1.828804201,1.640508817,1.582880793,1.512408387,1.138632717,0.840561912,0.819784258,0.878947272,1.002254242,1.03879144,1.059393257,1.135057751,1.260960782,1.256110486,0.635545033,-0.070519399,-0.543870094,-1.882423158,-2.048932053,-1.525712573,-1.645180682,-1.271929779,-1.069614965,-1.160375556,-1.151982168,-1.188488739,-1.463509209,-1.309136986,-1.040127247,-0.943886864,-0.933435958,-0.965773377,-0.914799375,-1.148183625,-1.680568386,-2.041489814,-1.779475266,-1.199087751,-1.029870124,-0.901947953,-0.777437304,-0.853577171,-0.806909777,-0.680734207,-0.57788598,-0.56499148,-0.688264283,-0.097613369,0.316856997
"Macao SAR, China",MAC,Urban population growth (annual %),SP.URB.GROW,,0.9728719,4.279369965,4.220281842,4.146676003,4.051628517,3.925854778,3.766035411,3.572978543,3.331276969,2.976620461,1.206306234,-0.272547705,-0.154126212,-0.056255301,0.009929706,0.042603796,0.032664403,-0.017778035,-0.062041156,-0.000413737,1.49926122,3.401838474,3.854016211,3.970695157,4.07188198,4.126231896,4.120641208,4.058414553,3.947094959,3.80149046,3.455932606,2.750724591,2.243782761,2.120665867,2.021125616,1.981826262,1.834554023,1.704124199,1.597107953,1.487756823,1.659246027,2.372558229,2.821504467,2.77099628,2.715517612,2.67441294,2.648029807,2.625279077,2.608773029,2.595031824,2.429615212,2.039126998,1.803915803,1.802575819,1.816016042,1.843799893,1.884356438,1.920344372,1.926360529,1.885220497,1.515044864,1.239146684,1.283643852
St. Martin (French part),MAF,Urban population growth (annual %),SP.URB.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Urban population growth (annual %),SP.URB.GROW,,4.277859274,4.286745663,4.199632513,4.094945495,4.165802552,4.233487422,4.256687402,4.237123447,4.199744625,4.18813009,4.143716324,4.421123404,4.377176264,4.326833078,4.304472818,4.273953959,4.2933747,4.338854802,4.331337811,4.362891271,4.364972302,4.318789176,4.230953631,4.097037135,3.957534954,3.760281218,3.548230404,3.429480122,3.314661495,3.244899402,3.173106526,3.106965972,3.030194726,2.943605238,2.276654431,2.129150328,2.091977621,2.055010926,1.999007664,1.947439587,1.918328489,1.886076177,1.823103416,1.846096263,2.284294828,2.34085744,2.306803371,2.285321468,2.271160543,2.288696954,2.308378469,2.306865069,2.283303515,2.235073176,2.16662594,2.125203225,2.080753833,1.994383198,1.906108082,1.903584019,1.886932349,1.848819899,1.824296
Monaco,MCO,Urban population growth (annual %),SP.URB.GROW,,0.503387481,0.904284444,1.508513835,1.433399166,1.118208559,0.761578757,0.357150921,0.855400622,1.664030288,1.640913337,1.391184466,1.127307439,0.852158544,0.635376611,1.031789565,1.454655964,1.319543504,1.178155497,1.052700451,0.897798648,0.765272315,1.053658325,1.48316193,1.496694133,1.398281949,1.255665192,1.121519826,1.018524201,0.921850216,0.831034299,0.771849528,0.749702002,0.744123269,0.735427307,0.730058236,0.749991649,0.781953205,0.751051414,0.572730386,0.21893655,-0.064705975,-0.178929556,-0.216376703,-0.247862316,-0.295136676,-0.405287997,-0.589029494,0.122477836,1.677520937,2.369771915,2.285456208,2.19981192,2.067809862,1.915204971,1.78404622,0.84246953,-0.072859748,-0.040500588,0.013502019,-0.302883027,-0.641236846,-0.593262624,-0.472749142
Moldova,MDA,Urban population growth (annual %),SP.URB.GROW,,5.888037315,5.608625569,5.304082667,5.085827343,4.799927068,4.670499474,4.508090137,4.350778356,4.221896961,3.897746913,3.571240356,3.531599958,3.48422933,3.477807392,3.434785865,3.395628833,3.285896724,3.214850664,2.984478708,2.728563479,2.721224537,2.752839462,2.747457131,2.746800688,2.708911225,2.706590329,2.727475106,2.587640834,1.498736402,0.26083936,0.04440411,-0.120571344,-0.228995051,-0.445838613,-0.686659684,-0.403474158,-1.245934184,-0.924253724,-1.046573027,-1.103104461,-1.124714246,-1.140959381,-1.199208701,-1.171345812,-0.744693684,-0.35035647,-0.30433427,-0.262950497,-0.198895066,-0.172565141,-0.13058398,-0.085891188,-0.099696685,-0.133879679,-0.781168726,-1.113640467,-1.618857545,-1.587943518,-1.373098345,-0.810520953,-1.156308799,-1.810774512,-1.60738734
Madagascar,MDG,Urban population growth (annual %),SP.URB.GROW,,5.630419518,5.629559107,5.637927916,5.639904764,5.629693673,5.592637746,5.242701936,5.302493929,5.338035976,5.400752578,5.954553042,6.00345223,5.981050346,5.955455752,5.897987544,5.534758816,5.499816119,5.471936594,5.433938987,5.393675002,5.328930051,5.284078643,5.248277802,5.215756913,5.196576349,5.186162175,5.195578596,5.23880355,5.248596195,5.295065978,5.324486369,5.3442597,5.377859483,4.267600089,4.184963031,4.191856127,4.176364399,4.145765584,4.097819945,4.032963513,3.986844665,3.949698465,3.915457731,3.906621696,5.038220759,5.025074125,5.005034322,4.977025639,4.935977102,4.880600618,4.790370464,4.694564528,4.611882569,4.54499158,4.478469017,4.452388916,4.424553285,4.369275537,4.31079477,4.244365289,4.148299413,4.085676867,4.058519929
Maldives,MDV,Urban population growth (annual %),SP.URB.GROW,,2.991902255,3.015397656,3.007473042,2.98897075,3.698300502,3.324474086,2.95917233,4.640599867,4.55638023,4.678971025,10.7350756,10.65670433,10.46165603,10.33291808,10.27305446,10.18699554,9.960060506,7.733995866,5.674417769,5.735565013,5.756870814,5.703832051,5.577741652,5.609531798,5.330053698,3.838346707,3.809132138,3.630696868,3.466150214,3.301865046,2.899294355,2.720067473,2.518078222,2.306015889,2.556611896,3.591868034,3.367321511,3.167560138,2.970961599,3.653469411,5.768706366,5.728838499,5.625261926,5.523431745,5.408116132,5.422619187,4.513871782,4.710607739,4.692119189,4.668703025,4.628708468,4.566641303,4.461913011,5.028559544,5.526362663,5.293978564,5.014314947,4.680509203,4.041588631,3.014630756,2.41402268,1.496245692,0.512565365
Middle East & North Africa,MEA,Urban population growth (annual %),SP.URB.GROW,,4.814692183,4.882146957,4.900124702,4.966222535,5.007963548,4.853485867,4.752325041,4.698689825,4.719544694,4.728179582,4.616529099,4.588820385,4.659148942,4.590773616,4.652239354,5.03343245,4.865841797,4.198078557,4.235834882,4.587140269,4.855419064,4.764084341,4.476121785,4.459296763,4.332010157,4.282088985,4.037690882,3.738848517,3.63269965,4.279954093,3.470541875,3.648242453,3.117564977,2.907935838,2.837017409,2.759553945,2.762403907,2.757391875,2.740447157,2.736540158,2.716085825,2.511271871,2.460359548,2.603341718,2.831133759,3.066069745,3.126678947,3.142222829,3.092849982,2.847413893,2.437313459,2.410279645,2.652693654,2.708773565,2.695858125,2.453630659,2.267768254,2.279645281,2.20458512,1.812987515,1.674544789,1.898498123,1.955376755
Mexico,MEX,Urban population growth (annual %),SP.URB.GROW,,4.814122456,4.879907901,4.886339024,4.880488816,4.864946258,4.819066749,4.757864553,4.706574196,4.635688875,4.532770647,4.424266274,4.373695733,4.324559471,4.267954483,4.201289617,4.115339681,4.083943174,4.059378905,3.933088123,3.641982399,3.029843225,2.818060825,2.767696578,2.696152035,2.610341234,2.525614804,2.451678455,2.421897995,2.385062139,2.486373511,2.530709026,2.49604951,2.46609487,2.436090786,2.380202229,2.192073729,2.079134879,2.032820306,1.983690164,1.961319696,1.973278352,1.945959939,1.907138362,1.885004851,1.837902523,1.763353703,1.712235904,1.659382407,1.621901992,1.706403368,1.807307075,1.772296088,1.69143612,1.614346091,1.535980297,1.500848677,1.444185541,1.312866879,1.21892136,1.083378227,0.911823977,0.978542829,1.08969778
Marshall Islands,MHL,Urban population growth (annual %),SP.URB.GROW,,6.93705495,6.949297379,6.98833435,6.975409086,6.908510114,6.83643116,7.81393865,12.18514247,12.74660417,10.82158131,7.691193069,6.127866352,5.946914165,2.321933942,2.525683052,2.564551817,2.564167827,2.545248783,2.531639611,2.6462464,4.677592064,5.316452754,5.287637683,5.266851624,5.243882612,5.167648179,5.06340175,4.83002279,3.694536185,2.847709739,2.681143408,2.535112018,2.426049838,2.317225315,2.211553884,2.128984377,2.064763147,2.011880595,1.756798218,1.49278743,1.104481256,0.897555636,0.727466933,0.613042733,0.526555915,0.459438642,0.367576596,0.261364368,0.245367535,0.316044611,-0.198685684,-0.842417508,-1.044260937,-1.249787491,-1.457635858,-1.663609392,-1.860302138,-2.053517618,-2.281228926,-2.497205788,-2.719255182,-0.693058478,1.46289922
Middle income,MIC,Urban population growth (annual %),SP.URB.GROW,,3.539959308,4.073553469,4.483882806,4.43386629,3.321158862,3.441996794,3.432029379,3.442370804,3.455861997,3.429851249,3.483592846,3.525555738,3.635768876,3.716583967,3.388217583,3.533755119,3.475747871,3.800433827,4.148011018,4.185961689,4.214803234,4.080159622,3.854017209,3.804191533,3.775173638,3.770493076,3.743468689,3.684935797,3.584459385,3.645915227,3.458577376,3.309190886,3.213966281,3.165987028,3.102258728,3.061631298,3.023815916,2.978130265,2.912713862,2.889676155,2.985595603,3.029556991,2.971985811,2.945736603,2.904110305,2.806021682,2.720237323,2.715495959,2.697874084,2.672075954,2.61599929,2.597905049,2.600722352,2.574822025,2.509158944,2.433991925,2.392884917,2.323102833,2.234114922,2.119444191,1.98377383,1.756785515,1.833993991
North Macedonia,MKD,Urban population growth (annual %),SP.URB.GROW,,4.723086674,4.602365296,4.406142625,4.538979319,4.495504947,4.496778273,4.482072274,4.454076723,4.422117005,4.348730568,3.781330756,2.527367426,2.5658901,2.556487882,2.556761811,2.561382893,2.558432114,2.566062228,2.568181163,2.552136443,2.467859547,1.965547458,1.596270904,1.486896318,1.399647604,1.322093513,1.247854205,1.174165458,1.099364977,0.955017661,0.400110023,-0.014587369,-0.159757048,0.119272276,-0.270825685,0.167853059,-0.218450157,0.181708848,0.124612291,0.099089272,0.062607517,-1.085192743,-0.23308762,-0.687069539,-0.850576081,-0.811461629,-0.778550607,-0.734167847,-0.748267404,-0.68845791,-0.453090476,-0.334071849,-0.256858477,-0.102728128,-0.051449207,-0.050746646,-0.081594814,-0.135530623,-0.257511735,-0.609562819,-0.510930871,0.268721166,-0.47430919
Mali,MLI,Urban population growth (annual %),SP.URB.GROW,,3.995330425,3.981894858,3.973471479,3.977090722,3.976314523,3.974360246,3.964918684,4.003528631,4.014135186,4.040584397,4.049529446,4.09605527,4.19160559,4.24945809,4.267601321,4.258366401,4.419639312,4.604673653,4.658937156,4.732438667,4.74604529,4.728132854,4.720440405,4.641677733,4.473187838,4.292880077,4.051848571,3.529168399,3.639260392,3.759491119,3.803483622,3.839490867,3.877388763,3.927480042,3.911328395,3.873767083,3.97118105,4.415700325,5.310869276,5.443570026,5.525103505,5.617521667,5.662428381,5.701782641,5.704584532,5.685134218,5.650033152,5.610833641,5.545810379,5.494240525,5.432765499,5.06877959,5.022845481,5.227601622,5.154725186,5.151523327,5.132570076,5.043163163,4.951455588,4.918746329,4.891910534,4.781999432,4.693156939
Malta,MLT,Urban population growth (annual %),SP.URB.GROW,,-0.465548762,-0.483503513,-0.484473916,-0.472632797,-0.833568546,-1.203602106,-1.233650601,-1.200882685,-1.167103063,-0.533798964,0.02651836,-0.073679483,-0.072627401,-0.0575495,0.743374844,0.518770001,0.400385282,1.049867039,1.023674735,1.057630936,0.745368573,2.154832267,1.418482749,0.030987595,1.765496892,1.758927901,0.82302593,0.953097216,1.10406056,1.106687951,2.823535086,1.157370352,1.122460155,1.058610909,0.81908446,0.91467589,1.097303093,0.978287048,0.910546747,0.952299181,1.046086337,1.030091898,0.931832488,0.936303549,0.891926304,0.512737776,0.426592128,0.727427793,0.830555147,0.566566468,0.497049558,0.973608235,1.475989721,2.068854908,2.457410236,2.358495608,2.80849999,3.561784372,4.001157807,2.280824975,0.689481948,2.464974727,4.146660615
Myanmar,MMR,Urban population growth (annual %),SP.URB.GROW,,3.949655421,3.954836864,3.963795341,3.977938902,4.008536848,4.027246017,4.033311718,4.046460907,4.024388284,3.998928398,3.958101196,3.926504072,3.375942924,2.033085136,2.009009278,1.994602873,2.000106648,2.021741309,1.99905847,1.989011981,1.944536368,1.883130395,2.147088649,2.759819086,2.670370581,2.556032578,2.441643273,2.34074325,2.277940735,2.22493202,2.129320912,2.04671881,2.011424778,1.989270502,1.958289465,1.941647042,1.933857612,1.91102815,1.846272349,1.772442153,1.715792972,1.6766861,1.620352782,1.547384577,1.479944441,1.422767725,1.402939886,1.245854765,1.243230046,1.422410462,1.469324185,1.501998563,1.503428435,1.48691185,1.501582168,1.537545234,1.554863759,1.563686688,1.596808374,1.651843636,1.680286962,1.727971918,1.800765213
Middle East & North Africa (excluding high income),MNA,Urban population growth (annual %),SP.URB.GROW,,4.696076404,4.701320162,4.730347587,4.741398596,4.810277886,4.676005949,4.461040244,4.483631232,4.450781762,4.415614811,4.29121637,4.273262846,4.268654816,4.23187797,4.36935842,4.797685929,4.590207687,3.823434376,3.857253088,4.292460252,4.67467564,4.610236981,4.287157048,4.324888524,4.168244851,4.119721398,3.909141077,3.568016558,3.456531808,4.729407546,3.474396241,3.309315356,3.017967559,2.891436722,2.819898357,2.691364832,2.673607256,2.680832142,2.662649016,2.667625411,2.657071899,2.448542126,2.407270522,2.581119696,2.653799965,2.611525851,2.510431087,2.504084503,2.538438669,2.56323267,2.263423129,2.230085948,2.541890443,2.701028157,2.683084151,2.388628593,2.210530515,2.23312656,2.220383958,2.113355426,2.023894553,2.002057235,2.023132962
Montenegro,MNE,Urban population growth (annual %),SP.URB.GROW,,5.90369882,5.998202526,5.803531136,5.246814675,4.463701013,3.574289785,2.82582055,2.463463108,2.62964935,3.219962563,3.945911793,4.540601544,4.869351239,4.851820522,4.578675115,4.243495144,3.987090983,3.839840287,3.847479642,3.950956764,4.075785402,4.136638251,4.063389454,3.812659005,3.432891778,3.018360216,2.656321238,2.414961238,2.337973028,2.392415383,2.44176766,2.351499253,2.338718594,2.22682418,2.036276454,1.827037962,1.648497158,1.547500867,1.533385734,1.594405376,2.121275154,2.080729846,2.036724824,1.080986069,0.690419032,0.663939931,0.671648263,0.708286859,0.737783544,0.7021809,0.621271184,0.597793915,0.610306675,0.608323989,0.566550161,0.530807626,0.518095695,0.480793342,0.471071315,0.385902971,0.161802886,0.173902123,0.326763942
Mongolia,MNG,Urban population growth (annual %),SP.URB.GROW,,8.840094799,8.580728925,6.165862334,3.860953655,3.95009014,4.012401668,3.989888033,3.886435154,3.932281499,4.105833315,4.167423685,4.242268731,4.318685467,4.387236095,4.403608663,4.357926424,4.252352473,4.154154246,3.832833946,3.553234513,3.543680719,3.536137856,3.543262753,3.574989208,3.611085012,3.642392005,3.634825217,3.588095862,2.73184338,1.817789838,1.691421903,1.562671525,1.419941057,1.285714251,1.163688675,1.059974652,0.963018619,0.897281435,0.884574966,1.818526075,2.766455426,2.727809981,2.666363997,2.599035398,2.532067769,2.507468439,2.547470193,2.641021908,2.750466217,2.805340694,2.105323806,1.84741705,1.971813897,2.103539795,2.209112005,2.260489418,2.267089385,2.291248126,2.283036384,2.063236689,1.795619519,1.710255913,1.655887627
Northern Mariana Islands,MNP,Urban population growth (annual %),SP.URB.GROW,,5.902638614,5.99276536,6.029646861,6.040395407,5.929439216,5.833169459,3.728096556,1.946752106,-0.550228171,5.793684955,14.19744003,15.36272566,13.14874203,7.811990205,4.345078552,3.898616407,3.594028837,3.34538892,3.244148425,7.645086708,12.60286691,13.29328169,12.59915512,11.93350712,11.23375812,10.47423431,9.648037042,8.832921074,8.198484244,4.78619391,0.583348491,-0.397789558,-0.415665837,-0.389364104,1.902042625,9.226545297,13.21196203,12.04086158,10.83888363,5.366075866,-0.982358882,-2.868492667,-3.255165345,-3.631823193,-3.989240152,-4.303549282,-4.577508986,-4.817317852,-4.999442623,-5.258535247,-2.853801914,-0.219870051,-0.327559348,-0.455322357,-0.569959061,-0.648051724,-0.699648739,-0.743626427,-0.792928827,-0.447153435,-0.114300799,0.241636214,0.595005474
Mozambique,MOZ,Urban population growth (annual %),SP.URB.GROW,,4.514068529,4.7722116,4.803640096,4.827460258,4.864661657,4.874193193,4.884545524,4.903099762,4.919006895,5.001974512,5.848520679,6.652507245,6.829702693,6.929292514,7.009135045,7.061571403,7.217251132,7.405601016,7.333897548,6.322575953,8.530802495,8.993030811,8.855550007,8.746073393,8.526287397,8.214911601,6.741032663,6.163486686,7.103256376,7.632108768,3.847956711,3.783866104,4.681605229,6.743472726,6.347474932,4.927337896,4.559042438,3.123715705,3.038322494,3.066911266,3.126437734,3.182333965,3.205892744,3.220337146,3.19496367,3.171947413,3.193331417,4.150177298,4.265727113,4.389515802,4.509873374,4.579491587,4.625490625,4.609763616,4.57209821,4.64664724,4.606458538,4.43901443,4.375921305,4.388500663,4.325371939,4.218860406,4.246656719
Mauritania,MRT,Urban population growth (annual %),SP.URB.GROW,,10.48663481,10.48921316,10.48853501,10.48503752,10.46183854,10.44949134,10.42439842,10.37356655,10.27514033,10.20571934,10.10136305,10.00207753,9.874857028,9.776814688,9.662759306,9.556872512,8.906881626,8.309779004,8.221900811,8.142582705,8.066383538,7.987870996,7.876989469,7.765375349,7.628830384,7.500141192,7.36991726,6.16417717,2.237089547,2.259660834,2.644637492,3.538749807,3.769460144,3.11659045,2.455244174,1.697740462,1.938434731,2.313142456,2.390341099,2.476859784,3.818032276,4.357643802,4.342626576,4.322426177,4.324784098,4.344938572,4.371996944,4.525276167,4.708910778,4.828152362,4.942432252,5.016529461,4.750681238,4.445150342,4.395364352,4.336888029,4.278808338,4.218804132,4.158421052,4.077189084,4.000166347,3.989160291,3.997152882
Mauritius,MUS,Urban population growth (annual %),SP.URB.GROW,,2.624460595,4.843711943,4.588934456,4.370417651,4.164434414,3.991666698,3.83336145,3.699455987,3.577479796,3.476096596,3.382141866,3.286922168,0.989354588,1.017230759,1.074362732,1.107870407,1.119204443,0.798591572,1.229714392,1.17249971,0.96834387,0.706033135,0.402999046,1.788725566,1.559542196,1.503670251,1.48184396,1.421444752,1.49126535,1.43472059,0.798862533,1.032155171,0.90340208,1.117067219,0.576120624,0.738246826,0.966619363,0.767587854,0.984284695,0.694890999,0.529557633,0.430593745,0.459510762,0.362215035,0.328819626,0.200092774,0.191027549,0.093741736,-0.000384797,-0.028863972,-0.107447177,0.006742913,-0.024276615,-0.088678978,-0.13799428,-0.150950135,-0.07875456,-0.062932116,-0.034096699,-0.012401683,0.062186707,-0.215590864,0.022123336
Malawi,MWI,Urban population growth (annual %),SP.URB.GROW,,4.607699555,4.648151284,4.696955697,4.686888389,4.669537582,4.672541911,6.975184151,7.237274434,7.208012044,7.194023317,7.216448089,7.280821074,7.326672661,7.404520523,7.472853816,7.569331331,7.760466597,6.294279522,6.068829215,6.211772197,6.27648576,6.302148694,6.28367526,6.211895779,6.133299473,5.971384856,7.05770363,8.098988046,7.473882321,6.679275307,5.78683838,5.609388573,4.136952556,1.510768718,2.533342676,4.658359005,4.641653262,4.760657799,3.180104492,2.905049954,2.971537957,3.05102802,3.142659742,3.236553601,3.335982869,3.399518167,3.433612837,3.472929194,3.575524334,3.634122455,3.684358982,3.721889219,3.776027664,3.823120391,3.874891639,3.893951083,3.947742318,4.010947456,4.072457958,4.128184959,4.13757318,4.156925538,4.201920305
Malaysia,MYS,Urban population growth (annual %),SP.URB.GROW,,5.419080872,5.414464658,5.367862641,5.279460085,5.149002925,4.988266705,4.817848147,4.705514505,4.629993966,4.595063117,4.772092119,4.734325796,4.752699351,4.77086207,4.769039832,4.759974962,4.798639948,4.834232283,4.784110384,4.741614753,4.404193655,4.369648895,4.389908154,4.446871973,4.531689445,4.619970457,4.658641041,4.65418772,4.558875708,4.46067979,4.374927936,5.205498942,5.254381068,5.193641104,5.096410288,4.979382004,4.872727667,4.746338837,4.599349489,4.55739568,4.083395447,3.989814865,3.879238118,3.773077875,3.664056683,3.560979141,3.467304665,3.345607402,3.199327224,2.945641367,2.589155654,2.543881672,2.489620914,2.436255599,2.360097086,2.303385477,2.223161009,2.093288446,1.989669393,1.919132768,1.812110672,1.743852005,1.724982553
